PK publish timeStamp(t0),Assembly receive timeStamp(t1),HCD receive timeStamp(t2),Simulator receive timeStamp(t3)
2018-12-27T11:04:15.221149, 2018-12-27T11:04:19.387409, 2018-12-27T11:04:19.387862, 2018-12-27T11:04:19.387886
2018-12-27T11:04:15.233319, 2018-12-27T11:04:19.390990, 2018-12-27T11:04:19.391490, 2018-12-27T11:04:19.391519
2018-12-27T11:04:15.244398, 2018-12-27T11:04:19.409349, 2018-12-27T11:04:19.410098, 2018-12-27T11:04:19.410129
2018-12-27T11:04:15.258305, 2018-12-27T11:04:19.423286, 2018-12-27T11:04:19.423683, 2018-12-27T11:04:19.423708
2018-12-27T11:04:15.269083, 2018-12-27T11:04:19.427320, 2018-12-27T11:04:19.427947, 2018-12-27T11:04:19.427969
2018-12-27T11:04:15.279684, 2018-12-27T11:04:19.431117, 2018-12-27T11:04:19.434044, 2018-12-27T11:04:19.434074
2018-12-27T11:04:15.293487, 2018-12-27T11:04:19.443866, 2018-12-27T11:04:19.444526, 2018-12-27T11:04:19.444574
2018-12-27T11:04:15.304114, 2018-12-27T11:04:19.462431, 2018-12-27T11:04:19.462936, 2018-12-27T11:04:19.462977
2018-12-27T11:04:15.315336, 2018-12-27T11:04:19.475372, 2018-12-27T11:04:19.475959, 2018-12-27T11:04:19.475984
2018-12-27T11:04:15.325941, 2018-12-27T11:04:19.482505, 2018-12-27T11:04:19.482926, 2018-12-27T11:04:19.482950
2018-12-27T11:04:15.336601, 2018-12-27T11:04:19.484593, 2018-12-27T11:04:19.485078, 2018-12-27T11:04:19.485101
2018-12-27T11:04:15.350340, 2018-12-27T11:04:19.487694, 2018-12-27T11:04:19.490220, 2018-12-27T11:04:19.490340
2018-12-27T11:04:15.361131, 2018-12-27T11:04:19.495843, 2018-12-27T11:04:19.496367, 2018-12-27T11:04:19.496397
2018-12-27T11:04:15.371973, 2018-12-27T11:04:19.502374, 2018-12-27T11:04:19.502898, 2018-12-27T11:04:19.502927
2018-12-27T11:04:15.382698, 2018-12-27T11:04:19.506116, 2018-12-27T11:04:19.520282, 2018-12-27T11:04:19.520320
2018-12-27T11:04:15.393299, 2018-12-27T11:04:19.509954, 2018-12-27T11:04:19.520312, 2018-12-27T11:04:19.520398
2018-12-27T11:04:15.404012, 2018-12-27T11:04:19.523152, 2018-12-27T11:04:19.525222, 2018-12-27T11:04:19.525261
2018-12-27T11:04:15.414701, 2018-12-27T11:04:19.531022, 2018-12-27T11:04:19.531562, 2018-12-27T11:04:19.531590
2018-12-27T11:04:15.425267, 2018-12-27T11:04:19.533655, 2018-12-27T11:04:19.534815, 2018-12-27T11:04:19.534845
2018-12-27T11:04:15.436292, 2018-12-27T11:04:19.537748, 2018-12-27T11:04:19.538821, 2018-12-27T11:04:19.538849
2018-12-27T11:04:15.447324, 2018-12-27T11:04:19.543026, 2018-12-27T11:04:19.544056, 2018-12-27T11:04:19.544081
2018-12-27T11:04:15.458451, 2018-12-27T11:04:19.554865, 2018-12-27T11:04:19.555588, 2018-12-27T11:04:19.555614
2018-12-27T11:04:15.469124, 2018-12-27T11:04:19.591114, 2018-12-27T11:04:19.591724, 2018-12-27T11:04:19.593353
2018-12-27T11:04:15.479825, 2018-12-27T11:04:19.603867, 2018-12-27T11:04:19.605617, 2018-12-27T11:04:19.605647
2018-12-27T11:04:15.490502, 2018-12-27T11:04:19.610111, 2018-12-27T11:04:19.612260, 2018-12-27T11:04:19.612275
2018-12-27T11:04:15.501162, 2018-12-27T11:04:19.618904, 2018-12-27T11:04:19.619421, 2018-12-27T11:04:19.619449
2018-12-27T11:04:15.512139, 2018-12-27T11:04:19.631356, 2018-12-27T11:04:19.632947, 2018-12-27T11:04:19.632970
2018-12-27T11:04:15.523584, 2018-12-27T11:04:19.640041, 2018-12-27T11:04:19.643700, 2018-12-27T11:04:19.643722
2018-12-27T11:04:15.534211, 2018-12-27T11:04:19.646795, 2018-12-27T11:04:19.647519, 2018-12-27T11:04:19.647552
2018-12-27T11:04:15.545373, 2018-12-27T11:04:19.654195, 2018-12-27T11:04:19.657567, 2018-12-27T11:04:19.657602
2018-12-27T11:04:15.559216, 2018-12-27T11:04:19.661173, 2018-12-27T11:04:19.662438, 2018-12-27T11:04:19.662454
2018-12-27T11:04:15.569972, 2018-12-27T11:04:19.666372, 2018-12-27T11:04:19.667535, 2018-12-27T11:04:19.667573
2018-12-27T11:04:15.580834, 2018-12-27T11:04:19.671829, 2018-12-27T11:04:19.672446, 2018-12-27T11:04:19.672468
2018-12-27T11:04:15.591487, 2018-12-27T11:04:19.678021, 2018-12-27T11:04:19.678573, 2018-12-27T11:04:19.678599
2018-12-27T11:04:15.602587, 2018-12-27T11:04:19.678411, 2018-12-27T11:04:19.678806, 2018-12-27T11:04:19.678823
2018-12-27T11:04:15.613086, 2018-12-27T11:04:19.685782, 2018-12-27T11:04:19.686528, 2018-12-27T11:04:19.686552
2018-12-27T11:04:15.625869, 2018-12-27T11:04:19.690560, 2018-12-27T11:04:19.691069, 2018-12-27T11:04:19.691101
2018-12-27T11:04:15.637383, 2018-12-27T11:04:19.693505, 2018-12-27T11:04:19.694310, 2018-12-27T11:04:19.694339
2018-12-27T11:04:15.648255, 2018-12-27T11:04:19.704156, 2018-12-27T11:04:19.705281, 2018-12-27T11:04:19.705304
2018-12-27T11:04:15.658893, 2018-12-27T11:04:19.709191, 2018-12-27T11:04:19.710304, 2018-12-27T11:04:19.710335
2018-12-27T11:04:15.669990, 2018-12-27T11:04:19.710787, 2018-12-27T11:04:19.711230, 2018-12-27T11:04:19.711253
2018-12-27T11:04:15.680443, 2018-12-27T11:04:19.713584, 2018-12-27T11:04:19.714159, 2018-12-27T11:04:19.714188
2018-12-27T11:04:15.693188, 2018-12-27T11:04:19.721993, 2018-12-27T11:04:19.722448, 2018-12-27T11:04:19.722474
2018-12-27T11:04:15.706858, 2018-12-27T11:04:19.726815, 2018-12-27T11:04:19.729949, 2018-12-27T11:04:19.729976
2018-12-27T11:04:15.721152, 2018-12-27T11:04:19.733800, 2018-12-27T11:04:19.734896, 2018-12-27T11:04:19.734922
2018-12-27T11:04:15.731970, 2018-12-27T11:04:19.744357, 2018-12-27T11:04:19.745129, 2018-12-27T11:04:19.745206
2018-12-27T11:04:15.746211, 2018-12-27T11:04:19.750453, 2018-12-27T11:04:19.750938, 2018-12-27T11:04:19.750962
2018-12-27T11:04:15.756905, 2018-12-27T11:04:19.757580, 2018-12-27T11:04:19.758011, 2018-12-27T11:04:19.758027
2018-12-27T11:04:15.768059, 2018-12-27T11:04:19.762245, 2018-12-27T11:04:19.763019, 2018-12-27T11:04:19.763044
2018-12-27T11:04:15.781431, 2018-12-27T11:04:19.775977, 2018-12-27T11:04:19.776416, 2018-12-27T11:04:19.776442
2018-12-27T11:04:15.794281, 2018-12-27T11:04:19.787601, 2018-12-27T11:04:19.788036, 2018-12-27T11:04:19.788062
2018-12-27T11:04:15.806504, 2018-12-27T11:04:19.803169, 2018-12-27T11:04:19.803747, 2018-12-27T11:04:19.803775
2018-12-27T11:04:15.817477, 2018-12-27T11:04:19.805216, 2018-12-27T11:04:19.805675, 2018-12-27T11:04:19.805700
2018-12-27T11:04:15.829048, 2018-12-27T11:04:19.808108, 2018-12-27T11:04:19.808827, 2018-12-27T11:04:19.808851
2018-12-27T11:04:15.842635, 2018-12-27T11:04:19.815349, 2018-12-27T11:04:19.815917, 2018-12-27T11:04:19.815944
2018-12-27T11:04:15.858599, 2018-12-27T11:04:19.818524, 2018-12-27T11:04:19.820979, 2018-12-27T11:04:19.821000
2018-12-27T11:04:15.872380, 2018-12-27T11:04:19.824464, 2018-12-27T11:04:19.825038, 2018-12-27T11:04:19.825063
2018-12-27T11:04:15.886024, 2018-12-27T11:04:19.826391, 2018-12-27T11:04:19.827054, 2018-12-27T11:04:19.827079
2018-12-27T11:04:15.898522, 2018-12-27T11:04:19.828587, 2018-12-27T11:04:19.829739, 2018-12-27T11:04:19.829767
2018-12-27T11:04:15.912029, 2018-12-27T11:04:19.833183, 2018-12-27T11:04:19.834069, 2018-12-27T11:04:19.834093
2018-12-27T11:04:15.925342, 2018-12-27T11:04:19.839988, 2018-12-27T11:04:19.840534, 2018-12-27T11:04:19.840558
2018-12-27T11:04:15.936081, 2018-12-27T11:04:19.843883, 2018-12-27T11:04:19.844371, 2018-12-27T11:04:19.844396
2018-12-27T11:04:15.948936, 2018-12-27T11:04:19.867683, 2018-12-27T11:04:19.868805, 2018-12-27T11:04:19.868828
2018-12-27T11:04:15.963558, 2018-12-27T11:04:19.888656, 2018-12-27T11:04:19.889138, 2018-12-27T11:04:19.889163
2018-12-27T11:04:15.974591, 2018-12-27T11:04:19.891991, 2018-12-27T11:04:19.892510, 2018-12-27T11:04:19.892528
2018-12-27T11:04:15.985786, 2018-12-27T11:04:19.897316, 2018-12-27T11:04:19.897751, 2018-12-27T11:04:19.897778
2018-12-27T11:04:16.000639, 2018-12-27T11:04:19.899605, 2018-12-27T11:04:19.900044, 2018-12-27T11:04:19.900071
2018-12-27T11:04:16.011765, 2018-12-27T11:04:19.901252, 2018-12-27T11:04:19.902298, 2018-12-27T11:04:19.902318
2018-12-27T11:04:16.026863, 2018-12-27T11:04:19.937472, 2018-12-27T11:04:19.937852, 2018-12-27T11:04:19.937876
2018-12-27T11:04:16.039771, 2018-12-27T11:04:19.944680, 2018-12-27T11:04:19.947520, 2018-12-27T11:04:19.947555
2018-12-27T11:04:16.054764, 2018-12-27T11:04:19.947716, 2018-12-27T11:04:19.948307, 2018-12-27T11:04:19.948326
2018-12-27T11:04:16.070479, 2018-12-27T11:04:19.962454, 2018-12-27T11:04:19.963031, 2018-12-27T11:04:19.963060
2018-12-27T11:04:16.081589, 2018-12-27T11:04:19.973625, 2018-12-27T11:04:19.973883, 2018-12-27T11:04:19.973901
2018-12-27T11:04:16.094041, 2018-12-27T11:04:19.977345, 2018-12-27T11:04:19.977810, 2018-12-27T11:04:19.977836
2018-12-27T11:04:16.112325, 2018-12-27T11:04:19.987386, 2018-12-27T11:04:19.987893, 2018-12-27T11:04:19.987918
2018-12-27T11:04:16.125470, 2018-12-27T11:04:19.990417, 2018-12-27T11:04:19.991136, 2018-12-27T11:04:19.991164
2018-12-27T11:04:16.138213, 2018-12-27T11:04:19.997633, 2018-12-27T11:04:19.999070, 2018-12-27T11:04:19.999104
2018-12-27T11:04:16.149231, 2018-12-27T11:04:20.006699, 2018-12-27T11:04:20.007470, 2018-12-27T11:04:20.007497
2018-12-27T11:04:16.162810, 2018-12-27T11:04:20.017685, 2018-12-27T11:04:20.018237, 2018-12-27T11:04:20.018266
2018-12-27T11:04:16.173639, 2018-12-27T11:04:20.025224, 2018-12-27T11:04:20.025580, 2018-12-27T11:04:20.025599
2018-12-27T11:04:16.192537, 2018-12-27T11:04:20.041297, 2018-12-27T11:04:20.041852, 2018-12-27T11:04:20.041877
2018-12-27T11:04:16.203189, 2018-12-27T11:04:20.050709, 2018-12-27T11:04:20.051475, 2018-12-27T11:04:20.051504
2018-12-27T11:04:16.213949, 2018-12-27T11:04:20.054415, 2018-12-27T11:04:20.054858, 2018-12-27T11:04:20.054884
2018-12-27T11:04:16.224650, 2018-12-27T11:04:20.057769, 2018-12-27T11:04:20.058619, 2018-12-27T11:04:20.058645
2018-12-27T11:04:16.235983, 2018-12-27T11:04:20.062329, 2018-12-27T11:04:20.062680, 2018-12-27T11:04:20.062708
2018-12-27T11:04:16.246599, 2018-12-27T11:04:20.070809, 2018-12-27T11:04:20.071255, 2018-12-27T11:04:20.071280
2018-12-27T11:04:16.257250, 2018-12-27T11:04:20.091802, 2018-12-27T11:04:20.092258, 2018-12-27T11:04:20.092283
2018-12-27T11:04:16.269427, 2018-12-27T11:04:20.094193, 2018-12-27T11:04:20.094643, 2018-12-27T11:04:20.094669
2018-12-27T11:04:16.284368, 2018-12-27T11:04:20.128644, 2018-12-27T11:04:20.129414, 2018-12-27T11:04:20.129433
2018-12-27T11:04:16.299149, 2018-12-27T11:04:20.135298, 2018-12-27T11:04:20.135668, 2018-12-27T11:04:20.135692
2018-12-27T11:04:16.309659, 2018-12-27T11:04:20.153520, 2018-12-27T11:04:20.154085, 2018-12-27T11:04:20.154110
2018-12-27T11:04:16.322535, 2018-12-27T11:04:20.158945, 2018-12-27T11:04:20.159520, 2018-12-27T11:04:20.159560
2018-12-27T11:04:16.333100, 2018-12-27T11:04:20.161184, 2018-12-27T11:04:20.161485, 2018-12-27T11:04:20.161503
2018-12-27T11:04:16.349266, 2018-12-27T11:04:20.163384, 2018-12-27T11:04:20.166389, 2018-12-27T11:04:20.166420
2018-12-27T11:04:16.360904, 2018-12-27T11:04:20.177906, 2018-12-27T11:04:20.178411, 2018-12-27T11:04:20.178436
2018-12-27T11:04:16.373953, 2018-12-27T11:04:20.179864, 2018-12-27T11:04:20.181115, 2018-12-27T11:04:20.181142
2018-12-27T11:04:16.382954, 2018-12-27T11:04:20.189657, 2018-12-27T11:04:20.190118, 2018-12-27T11:04:20.190142
2018-12-27T11:04:16.393463, 2018-12-27T11:04:20.191792, 2018-12-27T11:04:20.192348, 2018-12-27T11:04:20.192365
2018-12-27T11:04:16.404089, 2018-12-27T11:04:20.195793, 2018-12-27T11:04:20.196257, 2018-12-27T11:04:20.196305
2018-12-27T11:04:16.416627, 2018-12-27T11:04:20.197923, 2018-12-27T11:04:20.198572, 2018-12-27T11:04:20.198596
2018-12-27T11:04:16.427126, 2018-12-27T11:04:20.199613, 2018-12-27T11:04:20.200039, 2018-12-27T11:04:20.200059
2018-12-27T11:04:16.445827, 2018-12-27T11:04:20.202107, 2018-12-27T11:04:20.205110, 2018-12-27T11:04:20.205137
2018-12-27T11:04:16.453671, 2018-12-27T11:04:20.215937, 2018-12-27T11:04:20.219343, 2018-12-27T11:04:20.219377
2018-12-27T11:04:16.464201, 2018-12-27T11:04:20.226973, 2018-12-27T11:04:20.227882, 2018-12-27T11:04:20.227900
2018-12-27T11:04:16.475311, 2018-12-27T11:04:20.227107, 2018-12-27T11:04:20.228032, 2018-12-27T11:04:20.228044
2018-12-27T11:04:16.486317, 2018-12-27T11:04:20.227413, 2018-12-27T11:04:20.231106, 2018-12-27T11:04:20.231133
2018-12-27T11:04:16.496958, 2018-12-27T11:04:20.227477, 2018-12-27T11:04:20.231272, 2018-12-27T11:04:20.231289
2018-12-27T11:04:16.507461, 2018-12-27T11:04:20.227520, 2018-12-27T11:04:20.231362, 2018-12-27T11:04:20.231417
2018-12-27T11:04:16.520155, 2018-12-27T11:04:20.253437, 2018-12-27T11:04:20.254214, 2018-12-27T11:04:20.254267
2018-12-27T11:04:16.539945, 2018-12-27T11:04:20.256822, 2018-12-27T11:04:20.257620, 2018-12-27T11:04:20.257646
2018-12-27T11:04:16.550460, 2018-12-27T11:04:20.262155, 2018-12-27T11:04:20.262741, 2018-12-27T11:04:20.262766
2018-12-27T11:04:16.563091, 2018-12-27T11:04:20.267576, 2018-12-27T11:04:20.268089, 2018-12-27T11:04:20.268112
2018-12-27T11:04:16.573080, 2018-12-27T11:04:20.273807, 2018-12-27T11:04:20.274421, 2018-12-27T11:04:20.274439
2018-12-27T11:04:16.584838, 2018-12-27T11:04:20.278870, 2018-12-27T11:04:20.279477, 2018-12-27T11:04:20.279503
2018-12-27T11:04:16.597277, 2018-12-27T11:04:20.283317, 2018-12-27T11:04:20.283899, 2018-12-27T11:04:20.283924
2018-12-27T11:04:16.610692, 2018-12-27T11:04:20.288679, 2018-12-27T11:04:20.289068, 2018-12-27T11:04:20.289094
2018-12-27T11:04:16.623410, 2018-12-27T11:04:20.290553, 2018-12-27T11:04:20.291321, 2018-12-27T11:04:20.291345
2018-12-27T11:04:16.633614, 2018-12-27T11:04:20.293365, 2018-12-27T11:04:20.296617, 2018-12-27T11:04:20.296658
2018-12-27T11:04:16.645067, 2018-12-27T11:04:20.300315, 2018-12-27T11:04:20.300808, 2018-12-27T11:04:20.300826
2018-12-27T11:04:16.658945, 2018-12-27T11:04:20.302955, 2018-12-27T11:04:20.303452, 2018-12-27T11:04:20.303480
2018-12-27T11:04:16.671383, 2018-12-27T11:04:20.305329, 2018-12-27T11:04:20.305826, 2018-12-27T11:04:20.305851
2018-12-27T11:04:16.705988, 2018-12-27T11:04:20.306936, 2018-12-27T11:04:20.307658, 2018-12-27T11:04:20.307680
2018-12-27T11:04:16.706678, 2018-12-27T11:04:20.309657, 2018-12-27T11:04:20.310172, 2018-12-27T11:04:20.310196
2018-12-27T11:04:16.707854, 2018-12-27T11:04:20.315213, 2018-12-27T11:04:20.315853, 2018-12-27T11:04:20.315881
2018-12-27T11:04:16.723515, 2018-12-27T11:04:20.317805, 2018-12-27T11:04:20.318741, 2018-12-27T11:04:20.318765
2018-12-27T11:04:16.738886, 2018-12-27T11:04:20.332091, 2018-12-27T11:04:20.332685, 2018-12-27T11:04:20.332710
2018-12-27T11:04:16.751371, 2018-12-27T11:04:20.339019, 2018-12-27T11:04:20.339430, 2018-12-27T11:04:20.339450
2018-12-27T11:04:16.762246, 2018-12-27T11:04:20.347274, 2018-12-27T11:04:20.347888, 2018-12-27T11:04:20.347905
2018-12-27T11:04:16.778781, 2018-12-27T11:04:20.354108, 2018-12-27T11:04:20.354491, 2018-12-27T11:04:20.354513
2018-12-27T11:04:16.792218, 2018-12-27T11:04:20.355981, 2018-12-27T11:04:20.356474, 2018-12-27T11:04:20.356497
2018-12-27T11:04:16.809315, 2018-12-27T11:04:20.358661, 2018-12-27T11:04:20.359376, 2018-12-27T11:04:20.359394
2018-12-27T11:04:16.821482, 2018-12-27T11:04:20.363355, 2018-12-27T11:04:20.364262, 2018-12-27T11:04:20.364400
2018-12-27T11:04:16.838446, 2018-12-27T11:04:20.367848, 2018-12-27T11:04:20.368750, 2018-12-27T11:04:20.368776
2018-12-27T11:04:16.850676, 2018-12-27T11:04:20.393335, 2018-12-27T11:04:20.393910, 2018-12-27T11:04:20.393933
2018-12-27T11:04:16.866866, 2018-12-27T11:04:20.400243, 2018-12-27T11:04:20.401212, 2018-12-27T11:04:20.401235
2018-12-27T11:04:16.882325, 2018-12-27T11:04:20.407705, 2018-12-27T11:04:20.408236, 2018-12-27T11:04:20.408261
2018-12-27T11:04:16.893482, 2018-12-27T11:04:20.416408, 2018-12-27T11:04:20.416877, 2018-12-27T11:04:20.416904
2018-12-27T11:04:16.907160, 2018-12-27T11:04:20.421992, 2018-12-27T11:04:20.422444, 2018-12-27T11:04:20.422468
2018-12-27T11:04:16.924235, 2018-12-27T11:04:20.447105, 2018-12-27T11:04:20.449661, 2018-12-27T11:04:20.449690
2018-12-27T11:04:16.935428, 2018-12-27T11:04:20.450160, 2018-12-27T11:04:20.450500, 2018-12-27T11:04:20.450514
2018-12-27T11:04:16.946045, 2018-12-27T11:04:20.459304, 2018-12-27T11:04:20.459741, 2018-12-27T11:04:20.459764
2018-12-27T11:04:16.957964, 2018-12-27T11:04:20.467202, 2018-12-27T11:04:20.468790, 2018-12-27T11:04:20.468817
2018-12-27T11:04:16.968221, 2018-12-27T11:04:20.476758, 2018-12-27T11:04:20.477740, 2018-12-27T11:04:20.477767
2018-12-27T11:04:16.978173, 2018-12-27T11:04:20.480027, 2018-12-27T11:04:20.482858, 2018-12-27T11:04:20.482880
2018-12-27T11:04:16.988804, 2018-12-27T11:04:20.482827, 2018-12-27T11:04:20.483474, 2018-12-27T11:04:20.483494
2018-12-27T11:04:17.004444, 2018-12-27T11:04:20.487718, 2018-12-27T11:04:20.492369, 2018-12-27T11:04:20.492395
2018-12-27T11:04:17.018257, 2018-12-27T11:04:20.489862, 2018-12-27T11:04:20.492636, 2018-12-27T11:04:20.492651
2018-12-27T11:04:17.029256, 2018-12-27T11:04:20.494691, 2018-12-27T11:04:20.495360, 2018-12-27T11:04:20.495380
2018-12-27T11:04:17.042425, 2018-12-27T11:04:20.507619, 2018-12-27T11:04:20.509815, 2018-12-27T11:04:20.509842
2018-12-27T11:04:17.066881, 2018-12-27T11:04:20.512258, 2018-12-27T11:04:20.512989, 2018-12-27T11:04:20.513007
2018-12-27T11:04:17.073228, 2018-12-27T11:04:20.518313, 2018-12-27T11:04:20.518843, 2018-12-27T11:04:20.518871
2018-12-27T11:04:17.085576, 2018-12-27T11:04:20.520972, 2018-12-27T11:04:20.521657, 2018-12-27T11:04:20.521685
2018-12-27T11:04:17.096910, 2018-12-27T11:04:20.541457, 2018-12-27T11:04:20.542137, 2018-12-27T11:04:20.542166
2018-12-27T11:04:17.107985, 2018-12-27T11:04:20.556837, 2018-12-27T11:04:20.557321, 2018-12-27T11:04:20.557351
2018-12-27T11:04:17.118774, 2018-12-27T11:04:20.559754, 2018-12-27T11:04:20.560162, 2018-12-27T11:04:20.560188
2018-12-27T11:04:17.133678, 2018-12-27T11:04:20.566283, 2018-12-27T11:04:20.566782, 2018-12-27T11:04:20.566812
2018-12-27T11:04:17.143841, 2018-12-27T11:04:20.568739, 2018-12-27T11:04:20.570105, 2018-12-27T11:04:20.570132
2018-12-27T11:04:17.157049, 2018-12-27T11:04:20.570740, 2018-12-27T11:04:20.572047, 2018-12-27T11:04:20.572074
2018-12-27T11:04:17.172484, 2018-12-27T11:04:20.573044, 2018-12-27T11:04:20.573477, 2018-12-27T11:04:20.573506
2018-12-27T11:04:17.184443, 2018-12-27T11:04:20.577125, 2018-12-27T11:04:20.577630, 2018-12-27T11:04:20.577656
2018-12-27T11:04:17.196325, 2018-12-27T11:04:20.597026, 2018-12-27T11:04:20.600832, 2018-12-27T11:04:20.600903
2018-12-27T11:04:17.207590, 2018-12-27T11:04:20.603437, 2018-12-27T11:04:20.603774, 2018-12-27T11:04:20.603797
2018-12-27T11:04:17.220927, 2018-12-27T11:04:20.610155, 2018-12-27T11:04:20.613381, 2018-12-27T11:04:20.613406
2018-12-27T11:04:17.233297, 2018-12-27T11:04:20.618513, 2018-12-27T11:04:20.618826, 2018-12-27T11:04:20.618842
2018-12-27T11:04:17.246563, 2018-12-27T11:04:20.627049, 2018-12-27T11:04:20.627743, 2018-12-27T11:04:20.627757
2018-12-27T11:04:17.261177, 2018-12-27T11:04:20.637408, 2018-12-27T11:04:20.637961, 2018-12-27T11:04:20.637986
2018-12-27T11:04:17.275640, 2018-12-27T11:04:20.644980, 2018-12-27T11:04:20.646496, 2018-12-27T11:04:20.646528
2018-12-27T11:04:17.286335, 2018-12-27T11:04:20.649064, 2018-12-27T11:04:20.650342, 2018-12-27T11:04:20.650364
2018-12-27T11:04:17.301876, 2018-12-27T11:04:20.655357, 2018-12-27T11:04:20.655846, 2018-12-27T11:04:20.655872
2018-12-27T11:04:17.312502, 2018-12-27T11:04:20.660791, 2018-12-27T11:04:20.661151, 2018-12-27T11:04:20.661174
2018-12-27T11:04:17.324023, 2018-12-27T11:04:20.665415, 2018-12-27T11:04:20.665954, 2018-12-27T11:04:20.665981
2018-12-27T11:04:17.338830, 2018-12-27T11:04:20.676637, 2018-12-27T11:04:20.677240, 2018-12-27T11:04:20.677266
2018-12-27T11:04:17.352532, 2018-12-27T11:04:20.685991, 2018-12-27T11:04:20.686494, 2018-12-27T11:04:20.686521
2018-12-27T11:04:17.362471, 2018-12-27T11:04:20.698559, 2018-12-27T11:04:20.699041, 2018-12-27T11:04:20.699060
2018-12-27T11:04:17.374213, 2018-12-27T11:04:20.707748, 2018-12-27T11:04:20.708160, 2018-12-27T11:04:20.708186
2018-12-27T11:04:17.393608, 2018-12-27T11:04:20.716894, 2018-12-27T11:04:20.719509, 2018-12-27T11:04:20.719526
2018-12-27T11:04:17.409691, 2018-12-27T11:04:20.726719, 2018-12-27T11:04:20.727196, 2018-12-27T11:04:20.727226
2018-12-27T11:04:17.420794, 2018-12-27T11:04:20.731819, 2018-12-27T11:04:20.732330, 2018-12-27T11:04:20.732355
2018-12-27T11:04:17.431348, 2018-12-27T11:04:20.734695, 2018-12-27T11:04:20.735272, 2018-12-27T11:04:20.735303
2018-12-27T11:04:17.441949, 2018-12-27T11:04:20.738478, 2018-12-27T11:04:20.739017, 2018-12-27T11:04:20.739046
2018-12-27T11:04:17.452580, 2018-12-27T11:04:20.742371, 2018-12-27T11:04:20.742836, 2018-12-27T11:04:20.742862
2018-12-27T11:04:17.467441, 2018-12-27T11:04:20.748947, 2018-12-27T11:04:20.749442, 2018-12-27T11:04:20.749468
2018-12-27T11:04:17.480692, 2018-12-27T11:04:20.752058, 2018-12-27T11:04:20.752498, 2018-12-27T11:04:20.752520
2018-12-27T11:04:17.491985, 2018-12-27T11:04:20.758904, 2018-12-27T11:04:20.759329, 2018-12-27T11:04:20.759390
2018-12-27T11:04:17.504477, 2018-12-27T11:04:20.769968, 2018-12-27T11:04:20.770374, 2018-12-27T11:04:20.770391
2018-12-27T11:04:17.514867, 2018-12-27T11:04:20.780205, 2018-12-27T11:04:20.784185, 2018-12-27T11:04:20.784231
2018-12-27T11:04:17.525558, 2018-12-27T11:04:20.790824, 2018-12-27T11:04:20.791163, 2018-12-27T11:04:20.791178
2018-12-27T11:04:17.536368, 2018-12-27T11:04:20.810632, 2018-12-27T11:04:20.811203, 2018-12-27T11:04:20.811230
2018-12-27T11:04:17.547284, 2018-12-27T11:04:20.812793, 2018-12-27T11:04:20.813172, 2018-12-27T11:04:20.813187
2018-12-27T11:04:17.557958, 2018-12-27T11:04:20.818412, 2018-12-27T11:04:20.819029, 2018-12-27T11:04:20.819155
2018-12-27T11:04:17.568581, 2018-12-27T11:04:20.826900, 2018-12-27T11:04:20.827417, 2018-12-27T11:04:20.827438
2018-12-27T11:04:17.578704, 2018-12-27T11:04:20.833872, 2018-12-27T11:04:20.835425, 2018-12-27T11:04:20.835447
2018-12-27T11:04:17.589308, 2018-12-27T11:04:20.843010, 2018-12-27T11:04:20.844907, 2018-12-27T11:04:20.844968
2018-12-27T11:04:17.601265, 2018-12-27T11:04:20.851534, 2018-12-27T11:04:20.852872, 2018-12-27T11:04:20.852900
2018-12-27T11:04:17.613076, 2018-12-27T11:04:20.859427, 2018-12-27T11:04:20.861187, 2018-12-27T11:04:20.861262
2018-12-27T11:04:17.629491, 2018-12-27T11:04:20.875251, 2018-12-27T11:04:20.875610, 2018-12-27T11:04:20.875626
2018-12-27T11:04:17.640358, 2018-12-27T11:04:20.881995, 2018-12-27T11:04:20.882369, 2018-12-27T11:04:20.882393
2018-12-27T11:04:17.653026, 2018-12-27T11:04:20.898926, 2018-12-27T11:04:20.903214, 2018-12-27T11:04:20.903238
2018-12-27T11:04:17.663378, 2018-12-27T11:04:20.910221, 2018-12-27T11:04:20.910655, 2018-12-27T11:04:20.910683
2018-12-27T11:04:17.678608, 2018-12-27T11:04:20.929114, 2018-12-27T11:04:20.929491, 2018-12-27T11:04:20.929514
