Time,Used,Committed,Max,Threshold
43515.517773,11865728,130023424,4294967296,0
43515.517818,11865728,130023424,4294967296,0
43515.517865,11865728,130023424,4294967296,0
43515.517911,11865728,130023424,4294967296,0
43515.517957,11865728,130023424,4294967296,0
43515.518004,11865728,130023424,4294967296,0
43515.518050,11865728,130023424,4294967296,0
43515.518096,11865728,130023424,4294967296,0
43515.518142,11865728,130023424,4294967296,0
43515.518189,22187008,157286400,4294967296,0
43515.518235,22187008,157286400,4294967296,0
43515.518281,22187008,157286400,4294967296,0
43515.518328,22187008,157286400,4294967296,0
43515.518374,22187008,157286400,4294967296,0
43515.518420,22187008,157286400,4294967296,0
43515.518466,22187008,157286400,4294967296,0
43515.518513,22187008,157286400,4294967296,0
43515.518559,30909440,128974848,4294967296,0
43515.518605,30909440,128974848,4294967296,0
43515.518652,30909440,128974848,4294967296,0
43515.518698,30909440,128974848,4294967296,0
43515.518744,30909440,128974848,4294967296,0
43515.518791,30909440,128974848,4294967296,0
43515.518837,30909440,128974848,4294967296,0
43515.518883,30909440,128974848,4294967296,0
43515.518929,30909440,128974848,4294967296,0
43515.518976,30909440,128974848,4294967296,0
43515.519022,30909440,120586240,4294967296,0
43515.519068,30909440,120586240,4294967296,0
43515.519115,30909440,120586240,4294967296,0
43515.519161,30909440,120586240,4294967296,0
43515.519207,30909440,120586240,4294967296,0
43515.519254,30909440,120586240,4294967296,0
43515.519300,30909440,120586240,4294967296,0
43515.519346,30909440,120586240,4294967296,0
43515.519392,30909440,120586240,4294967296,0
43515.519439,30909440,120586240,4294967296,0
43515.519485,29979416,111149056,4294967296,0
43515.519531,29979416,111149056,4294967296,0
43515.519578,29979416,111149056,4294967296,0
43515.519624,29979416,111149056,4294967296,0
43515.519670,29979416,111149056,4294967296,0
43515.519717,29979416,111149056,4294967296,0
43515.519763,29979416,111149056,4294967296,0
43515.519809,29979416,111149056,4294967296,0
43515.519855,29979416,111149056,4294967296,0
43515.519902,29979416,111149056,4294967296,0
43515.519948,29979416,111149056,4294967296,0
43515.519994,30576376,101711872,4294967296,0
43515.520041,30576376,101711872,4294967296,0
43515.520087,30576376,101711872,4294967296,0
43515.520133,30576376,101711872,4294967296,0
43515.520179,30576376,101711872,4294967296,0
43515.520226,30576376,101711872,4294967296,0
43515.520272,30576376,101711872,4294967296,0
43515.520318,30576376,101711872,4294967296,0
43515.520365,30576376,101711872,4294967296,0
43515.520411,30576376,101711872,4294967296,0
43515.520457,30103136,101711872,4294967296,0
43515.520504,30103136,101711872,4294967296,0
43515.520550,30103136,101711872,4294967296,0
43515.520596,30103136,101711872,4294967296,0
43515.520642,30103136,101711872,4294967296,0
43515.520689,30103136,101711872,4294967296,0
43515.520735,30103136,101711872,4294967296,0
43515.520781,30103136,101711872,4294967296,0
43515.520828,30103136,101711872,4294967296,0
43515.520874,30103136,101711872,4294967296,0
43515.520920,30103136,101711872,4294967296,0
43515.520967,30757360,101711872,4294967296,0
43515.521013,30757360,101711872,4294967296,0
43515.521059,30757360,101711872,4294967296,0
43515.521105,30757360,101711872,4294967296,0
43515.521152,30757360,101711872,4294967296,0
43515.521198,30757360,101711872,4294967296,0
43515.521244,30757360,101711872,4294967296,0
