Time,Used,Committed,Max
43509.632479,147953200,383778816,2036334592
43509.632525,153196080,383778816,2036334592
43509.632571,153196080,383778816,2036334592
43509.632617,154244656,383778816,2036334592
43509.632664,154244656,383778816,2036334592
43509.632710,155293232,383778816,2036334592
43509.632756,157390384,383778816,2036334592
43509.632802,157390384,383778816,2036334592
43509.632849,228693552,383778816,2036334592
43509.632895,68492288,383778816,2036334592
43509.632941,104143872,383778816,2036334592
43509.632988,139795456,383778816,2036334592
43509.633034,175447040,383778816,2036334592
43509.633080,209001472,383778816,2036334592
43509.633127,37137408,383778816,2036334592
43509.633173,73837568,383778816,2036334592
43509.633219,108440576,383778816,2036334592
43509.633265,143043584,383778816,2036334592
43509.633312,175549440,383778816,2036334592
43509.633358,209103872,383778816,2036334592
43509.633404,241609728,383778816,2036334592
43509.633451,51800320,383778816,2036334592
43509.633497,86403328,383778816,2036334592
43509.633543,119957760,383778816,2036334592
43509.633589,152463616,383778816,2036334592
43509.633636,187066624,383778816,2036334592
43509.633682,219572480,383778816,2036334592
43509.633728,253126912,383778816,2036334592
43509.633775,60743512,383778816,2036334592
43509.633821,95346520,383778816,2036334592
43509.633867,128900952,383778816,2036334592
43509.633914,161406808,383778816,2036334592
43509.633960,193912664,383778816,2036334592
43509.634006,228515672,383778816,2036334592
43509.634052,34383072,383778816,2036334592
43509.634099,67937504,383778816,2036334592
43509.634145,101491936,383778816,2036334592
43509.634191,135046368,383778816,2036334592
43509.634238,168600800,383778816,2036334592
43509.634284,201106656,383778816,2036334592
43509.634330,235709664,383778816,2036334592
43509.634377,42826640,383778816,2036334592
43509.634423,76381072,383778816,2036334592
43509.634469,109935504,383778816,2036334592
43509.634515,143489936,383778816,2036334592
43509.634562,175995792,383778816,2036334592
43509.634608,209550224,383778816,2036334592
43509.634654,243104656,383778816,2036334592
43509.634701,50159680,383778816,2036334592
43509.634747,83714112,383778816,2036334592
43509.634793,117268544,383778816,2036334592
43509.634840,150822976,383778816,2036334592
43509.634886,183328832,383778816,2036334592
43509.634932,215834688,383778816,2036334592
43509.634978,250437696,383778816,2036334592
43509.635025,56490512,383778816,2036334592
43509.635071,90044944,383778816,2036334592
43509.635117,122550800,383778816,2036334592
43509.635164,156105232,383778816,2036334592
43509.635210,190708240,383778816,2036334592
43509.635256,224262672,383778816,2036334592
43509.635302,256768528,383778816,2036334592
43509.635349,63802432,383778816,2036334592
43509.635395,97356864,383778816,2036334592
43509.635441,130911296,383778816,2036334592
43509.635488,163417152,383778816,2036334592
43509.635534,196971584,383778816,2036334592
43509.635580,230526016,383778816,2036334592
43509.635627,36589184,383778816,2036334592
43509.635673,70143616,383778816,2036334592
43509.635719,103698048,383778816,2036334592
43509.635765,137252480,383778816,2036334592
43509.635812,169758336,383778816,2036334592
43509.635858,203312768,383778816,2036334592
43509.635904,236867200,383778816,2036334592
43509.635951,43924744,383778816,2036334592
43509.635997,77479176,383778816,2036334592
43509.636043,111033608,383778816,2036334592
43509.636090,143539464,383778816,2036334592
43509.636136,177093896,383778816,2036334592
43509.636182,210648328,383778816,2036334592
43509.636228,244202760,383778816,2036334592
43509.636275,50212128,383778816,2036334592
43509.636321,83766560,383778816,2036334592
43509.636367,117320992,383778816,2036334592
43509.636414,150875424,383778816,2036334592
43509.636460,183381280,383778816,2036334592
43509.636506,216935712,383778816,2036334592
43509.636552,250490144,383778816,2036334592
43509.636599,58633024,383778816,2036334592
43509.636645,91138880,383778816,2036334592
43509.636691,124693312,383778816,2036334592
43509.636738,157199168,383778816,2036334592
43509.636784,191802176,383778816,2036334592
43509.636830,224308032,383778816,2036334592
43509.636877,31384400,383778816,2036334592
43509.636923,63890256,383778816,2036334592
43509.636969,97444688,383778816,2036334592
43509.637015,132047696,383778816,2036334592
43509.637062,163504976,383778816,2036334592
43509.637108,198107984,383778816,2036334592
43509.637154,230613840,383778816,2036334592
43509.637201,37663296,383778816,2036334592
43509.637247,70169152,383778816,2036334592
43509.637293,103723584,383778816,2036334592
43509.637340,137278016,383778816,2036334592
43509.637386,170832448,383778816,2036334592
43509.637432,204386880,383778816,2036334592
43509.637478,236892736,383778816,2036334592
43509.637525,43975936,383778816,2036334592
43509.637571,77530368,383778816,2036334592
43509.637617,110036224,383778816,2036334592
43509.637664,143590656,383778816,2036334592
43509.637710,177145088,383778816,2036334592
43509.637756,210699520,383778816,2036334592
43509.637803,244253952,383778816,2036334592
43509.637849,50297600,383778816,2036334592
43509.637895,83852032,383778816,2036334592
43509.637941,116357888,383778816,2036334592
43509.637988,150960896,383778816,2036334592
43509.638034,184515328,383778816,2036334592
43509.638080,218069760,383778816,2036334592
43509.638127,250575616,383778816,2036334592
43509.638173,57680528,383778816,2036334592
43509.638219,91234960,383778816,2036334592
43509.638265,123740816,383778816,2036334592
43509.638312,157295248,383778816,2036334592
43509.638358,190849680,383778816,2036334592
43509.638404,224404112,383778816,2036334592
43509.638451,256909968,383778816,2036334592
43509.638497,63972544,383778816,2036334592
43509.638543,97526976,383778816,2036334592
43509.638590,131081408,383778816,2036334592
43509.638636,163587264,383778816,2036334592
43509.638682,197141696,383778816,2036334592
43509.638728,230696128,383778816,2036334592
43509.638775,37768656,383778816,2036334592
43509.638821,71323088,383778816,2036334592
43509.638867,103828944,383778816,2036334592
43509.638914,137383376,383778816,2036334592
43509.638960,170937808,383778816,2036334592
43509.639006,204492240,383778816,2036334592
43509.639053,238046672,383778816,2036334592
43509.639099,45135232,383778816,2036334592
43509.639145,77641088,383778816,2036334592
43509.639191,111195520,383778816,2036334592
43509.639238,144749952,383778816,2036334592
43509.639284,178304384,383778816,2036334592
43509.639330,210810240,383778816,2036334592
43509.639377,244364672,383778816,2036334592
43509.639423,51424272,383778816,2036334592
43509.639469,84978704,383778816,2036334592
43509.639515,118533136,383778816,2036334592
43509.639562,151038992,383778816,2036334592
43509.639608,184593424,383778816,2036334592
43509.639654,218147856,383778816,2036334592
43509.639701,251702288,383778816,2036334592
43509.639747,58820976,383778816,2036334592
43509.639793,91326832,383778816,2036334592
43509.639840,124881264,383778816,2036334592
43509.639886,158435696,383778816,2036334592
43509.639932,191990128,383778816,2036334592
43509.639978,225544560,383778816,2036334592
43509.640025,32597160,383778816,2036334592
43509.640071,65103016,383778816,2036334592
43509.640117,98657448,383778816,2036334592
43509.640164,132211880,383778816,2036334592
43509.640210,164717736,383778816,2036334592
43509.640256,198272168,383778816,2036334592
43509.640303,231826600,383778816,2036334592
43509.640349,38916256,383778816,2036334592
43509.640395,72470688,383778816,2036334592
43509.640441,104976544,383778816,2036334592
43509.640488,138530976,383778816,2036334592
43509.640534,172085408,383778816,2036334592
43509.640580,205639840,383778816,2036334592
43509.640627,239194272,383778816,2036334592
43509.640673,45223904,383778816,2036334592
43509.640719,78778336,383778816,2036334592
43509.640766,112332768,383778816,2036334592
43509.640812,145887200,383778816,2036334592
43509.640858,179441632,383778816,2036334592
43509.640904,212996064,383778816,2036334592
43509.640951,246550496,383778816,2036334592
43509.640997,53627824,383778816,2036334592
43509.641043,86133680,383778816,2036334592
43509.641090,119688112,383778816,2036334592
43509.641136,153242544,383778816,2036334592
43509.641182,186796976,383778816,2036334592
43509.641228,220351408,383778816,2036334592
43509.641275,253905840,383778816,2036334592
43509.641321,59940688,383778816,2036334592
43509.641367,93495120,383778816,2036334592
43509.641414,127049552,383778816,2036334592
43509.641460,160603984,383778816,2036334592
43509.641506,194158416,383778816,2036334592
43509.641553,227712848,383778816,2036334592
43509.641599,33725512,383778816,2036334592
43509.641645,66231368,383778816,2036334592
43509.641691,100834376,383778816,2036334592
43509.641738,133340232,383778816,2036334592
43509.641784,166894664,383778816,2036334592
43509.641830,201497672,383778816,2036334592
43509.641877,232954952,383778816,2036334592
43509.641923,40044320,383778816,2036334592
43509.641969,73598752,383778816,2036334592
43509.642016,108201760,383778816,2036334592
43509.642062,140707616,383778816,2036334592
43509.642108,174262048,383778816,2036334592
43509.642154,207816480,383778816,2036334592
43509.642201,240322336,383778816,2036334592
43509.642247,47385920,383778816,2036334592
43509.642293,79891776,383778816,2036334592
43509.642340,113446208,383778816,2036334592
43509.642386,147000640,383778816,2036334592
43509.642432,180555072,383778816,2036334592
43509.642478,214109504,383778816,2036334592
43509.642525,247663936,383778816,2036334592
43509.642571,53703920,383778816,2036334592
43509.642617,87258352,383778816,2036334592
43509.642664,121861360,383778816,2036334592
43509.642710,154367216,383778816,2036334592
43509.642756,187921648,383778816,2036334592
43509.642803,221476080,383778816,2036334592
43509.642849,253981936,383778816,2036334592
43509.642895,62119728,383778816,2036334592
43509.642941,95674160,383778816,2036334592
43509.642988,129228592,383778816,2036334592
43509.643034,162783024,383778816,2036334592
43509.643080,195288880,383778816,2036334592
43509.643127,228843312,383778816,2036334592
43509.643173,33795032,383778816,2036334592
43509.643219,68398040,383778816,2036334592
43509.643266,100903896,383778816,2036334592
43509.643312,134458328,383778816,2036334592
43509.643358,168012760,383778816,2036334592
43509.643404,201567192,383778816,2036334592
43509.643451,234073048,383778816,2036334592
43509.643497,42210192,383778816,2036334592
43509.643543,74716048,383778816,2036334592
43509.643590,108270480,383778816,2036334592
43509.643636,141824912,383778816,2036334592
43509.643682,175379344,383778816,2036334592
43509.643729,208933776,383778816,2036334592
43509.643775,241439632,383778816,2036334592
43509.643821,47452488,383778816,2036334592
43509.643867,79958344,383778816,2036334592
43509.643914,114561352,383778816,2036334592
43509.643960,147067208,383778816,2036334592
43509.644006,180621640,383778816,2036334592
43509.644053,214176072,383778816,2036334592
43509.644099,247730504,383778816,2036334592
43509.644145,53772112,383778816,2036334592
43509.644192,87326544,383778816,2036334592
43509.644238,120880976,383778816,2036334592
43509.644284,153386832,383778816,2036334592
43509.644330,186941264,383778816,2036334592
43509.644377,220495696,383778816,2036334592
43509.644423,254050128,383778816,2036334592
43509.644469,60083216,383778816,2036334592
43509.644516,93637648,383778816,2036334592
43509.644562,127192080,383778816,2036334592
43509.644608,160746512,383778816,2036334592
43509.644654,193252368,383778816,2036334592
43509.644701,226806800,383778816,2036334592
43509.644747,33872856,383778816,2036334592
43509.644793,66378712,383778816,2036334592
43509.644840,100981720,383778816,2036334592
