Time,Used,Committed,Max
43514.618709,284429312,465567744,4294967296
43514.618754,72498528,465567744,4294967296
43514.618801,106052960,465567744,4294967296
43514.618847,140655968,465567744,4294967296
43514.618893,174210400,465567744,4294967296
43514.618939,208813408,465567744,4294967296
43514.618986,243416416,465567744,4294967296
43514.619032,79432704,465567744,4294967296
43514.619078,138152960,465567744,4294967296
43514.619125,200018944,465567744,4294967296
43514.619171,279710720,465567744,4294967296
43514.619217,97767296,465567744,4294967296
43514.619264,170119040,465567744,4294967296
43514.619310,243519360,465567744,4294967296
43514.619356,51645440,465567744,4294967296
43514.619402,120851456,465567744,4294967296
43514.619449,192154624,465567744,4294967296
43514.619495,263457792,465567744,4294967296
43514.619541,67333744,465567744,4294967296
43514.619588,139685488,465567744,4294967296
43514.619634,209940080,465567744,4294967296
43514.619680,280194672,465567744,4294967296
43514.619726,84063056,465567744,4294967296
43514.619773,154317648,465567744,4294967296
43514.619819,223523664,465567744,4294967296
43514.619865,291681104,465567744,4294967296
43514.619912,96630416,465567744,4294967296
43514.619958,166885008,465567744,4294967296
43514.620004,236091024,465567744,4294967296
43514.620051,38960752,465567744,4294967296
43514.620097,107118192,465567744,4294967296
43514.620143,177372784,465567744,4294967296
43514.620189,246578800,465567744,4294967296
43514.620236,49548288,465567744,4294967296
43514.620282,119802880,465567744,4294967296
43514.620328,189008896,465567744,4294967296
43514.620375,259263488,465567744,4294967296
43514.620421,60978672,465567744,4294967296
43514.620467,130184688,465567744,4294967296
43514.620514,200439280,465567744,4294967296
43514.620560,269645296,465567744,4294967296
43514.620606,72518080,465567744,4294967296
43514.620652,143821248,465567744,4294967296
43514.620699,213027264,465567744,4294967296
43514.620745,282233280,465567744,4294967296
43514.620791,87195392,465567744,4294967296
43514.620838,156401408,465567744,4294967296
43514.620884,226656000,465567744,4294967296
43514.620930,295862016,465567744,4294967296
43514.620977,100353432,465567744,4294967296
43514.621023,169559448,465567744,4294967296
43514.621069,239814040,465567744,4294967296
43514.621115,43160976,465567744,4294967296
43514.621162,112366992,465567744,4294967296
43514.621208,182621584,465567744,4294967296
43514.621254,251827600,465567744,4294967296
43514.621301,55500000,465567744,4294967296
43514.621347,124706016,465567744,4294967296
43514.621393,194960608,465567744,4294967296
43514.621440,264166624,465567744,4294967296
43514.621486,68553664,465567744,4294967296
43514.621532,137759680,465567744,4294967296
43514.621578,208014272,465567744,4294967296
43514.621625,278268864,465567744,4294967296
43514.621671,75391104,465567744,4294967296
43514.621717,144597120,465567744,4294967296
43514.621764,213803136,465567744,4294967296
43514.621810,284057728,465567744,4294967296
43514.621856,79742832,465567744,4294967296
43514.621903,151046000,465567744,4294967296
43514.621949,222349168,465567744,4294967296
43514.621995,293652336,465567744,4294967296
43514.622041,87133952,465567744,4294967296
43514.622088,158437120,465567744,4294967296
43514.622134,229740288,465567744,4294967296
43514.622180,299994880,465567744,4294967296
43514.622227,94475072,465567744,4294967296
43514.622273,164729664,465567744,4294967296
43514.622319,236032832,465567744,4294967296
43514.622365,305238848,465567744,4294967296
43514.622412,99726272,465567744,4294967296
43514.622458,171029440,465567744,4294967296
43514.622504,241284032,465567744,4294967296
43514.622551,34740288,465567744,4294967296
43514.622597,106043456,465567744,4294967296
43514.622643,176298048,465567744,4294967296
43514.622690,246552640,465567744,4294967296
43514.622736,41035784,465567744,4294967296
43514.622782,111290376,465567744,4294967296
43514.622828,182593544,465567744,4294967296
43514.622875,252848136,465567744,4294967296
43514.622921,47358416,465567744,4294967296
43514.622967,117613008,465567744,4294967296
43514.623014,187867600,465567744,4294967296
43514.623060,258122192,465567744,4294967296
43514.623106,51550696,465567744,4294967296
43514.623153,122853864,465567744,4294967296
43514.623199,192059880,465567744,4294967296
43514.623245,263363048,465567744,4294967296
43514.623291,56824064,465567744,4294967296
43514.623338,128127232,465567744,4294967296
43514.623384,198381824,465567744,4294967296
43514.623430,268636416,465567744,4294967296
43514.623477,63107640,465567744,4294967296
43514.623523,134410808,465567744,4294967296
43514.623569,205713976,465567744,4294967296
43514.623616,275968568,465567744,4294967296
43514.623662,69415320,465567744,4294967296
43514.623708,140718488,465567744,4294967296
43514.623754,212021656,465567744,4294967296
43514.623801,283324824,465567744,4294967296
43514.623847,77839584,465567744,4294967296
43514.623893,148094176,465567744,4294967296
